 -53163.36, -31187.21, 9869.17, 5012.87, 14919.54, 22222.37, -14254.49, 3122.63, -18900.37, 10936.10, 2110.47, -4957.71, 38020.74, 49521.81, 22248.75, 15686.12
 -38093.79, -22392.63, 16043.84, 7033.04, 17530.79, 24909.01, -12436.78, 4697.00, -15048.58, 11230.86, 3126.81, -3398.47, 41250.77, 51503.20, 24168.49, 17065.76
 -38101.00, -22398.06, 16042.34, 7028.75, 17531.19, 24908.60, -12444.98, 4667.78, -15044.20, 11230.57, 3117.42, -3408.04, 41259.31, 51509.91, 24161.45, 17057.96
 -38107.67, -22400.56, 16049.02, 7032.48, 17534.41, 24912.29, -12451.31, 4690.94, -15029.18, 11253.39, 3122.61, -3399.90, 41281.08, 51544.93, 24170.51, 17068.33
 -38114.35, -22398.91, 16056.73, 7034.50, 17537.71, 24907.96, -12452.89, 4691.83, -15030.30, 11261.03, 3117.20, -3404.57, 41281.84, 51565.72, 24163.98, 17061.22
 -38128.63, -22411.00, 16054.34, 7027.10, 17526.70, 24898.48, -12459.76, 4675.45, -15027.23, 11265.30, 3114.47, -3411.05, 41294.78, 51604.97, 24161.18, 17052.90
 -38134.89, -22415.63, 16061.99, 7025.78, 17532.53, 24896.74, -12454.62, 4660.16, -15021.78, 11272.61, 3113.11, -3413.22, 41311.41, 51655.04, 24162.37, 17054.47
 -38146.80, -22423.85, 16062.95, 7025.22, 17533.40, 24897.27, -12461.97, 4682.89, -15015.99, 11281.93, 3113.71, -3414.97, 41320.91, 51761.25, 24155.55, 17052.28
 -38164.75, -22431.43, 16062.34, 7024.80, 17524.77, 24898.08, -12466.35, 4677.15, -15017.69, 11286.02, 3108.81, -3421.54, 41330.90, 51842.63, 24155.87, 17054.31
 -38171.23, -22431.85, 16071.53, 7027.08, 17532.15, 24898.37, -12452.85, 4670.55, -14997.53, 11309.63, 3118.63, -3411.77, 41342.70, 51928.69, 24164.94, 17058.61
 -38174.68, -22428.75, 16080.94, 7034.05, 17534.23, 24919.78, -12446.75, 4677.77, -15004.90, 11317.22, 3111.99, -3416.84, 41344.09, 51973.57, 24165.63, 17065.27
 -38186.28, -22434.76, 16082.48, 7035.08, 17529.80, 24931.85, -12457.54, 4686.71, -14999.99, 11334.08, 3116.93, -3410.34, 41347.44, 52026.48, 24159.44, 17064.33
 -38199.46, -22442.96, 16083.67, 7035.21, 17522.96, 24926.22, -12466.46, 4661.57, -15002.00, 11331.78, 3113.64, -3412.84, 41344.49, 52050.64, 24156.07, 17058.74
 -38212.61, -22447.07, 16086.95, 7036.15, 17522.40, 24926.15, -12448.71, 4680.61, -14997.71, 11338.19, 3115.34, -3410.81, 41341.23, 52085.48, 24158.32, 17062.99
 -38228.86, -22456.35, 16088.92, 7035.03, 17519.36, 24922.84, -12467.13, 4677.26, -15005.91, 11332.49, 3106.76, -3420.29, 41339.39, 52127.44, 24149.96, 17053.49
 -38251.88, -22470.50, 16082.35, 7026.83, 17512.68, 24917.39, -12459.49, 4665.90, -15009.49, 11336.27, 3106.45, -3420.67, 41340.22, 52153.48, 24149.25, 17052.41
 -38257.89, -22471.86, 16086.33, 7032.15, 17520.73, 24920.79, -12474.20, 4669.99, -15006.31, 11350.98, 3113.46, -3412.04, 41348.40, 52193.91, 24154.26, 17057.67
 -38262.81, -22478.32, 16097.17, 7037.63, 17524.75, 24931.11, -12454.79, 4668.65, -15009.64, 11352.92, 3111.23, -3414.09, 41358.88, 52220.13, 24159.35, 17055.95
 -38281.65, -22489.59, 16097.73, 7035.90, 17513.40, 24936.10, -12455.96, 4659.18, -15014.29, 11352.09, 3110.16, -3417.16, 41420.20, 52239.82, 24151.33, 17049.17
 -38301.86, -22506.73, 16096.63, 7031.21, 17512.84, 24933.50, -12474.22, 4648.92, -15020.39, 11354.71, 3110.36, -3417.89, 41465.34, 52251.74, 24153.72, 17054.83
 -38310.66, -22510.66, 16108.05, 7040.89, 17522.09, 24943.00, -12466.26, 4688.17, -15021.49, 11362.58, 3114.87, -3414.07, 41473.35, 52268.93, 24155.08, 17060.33
 -38333.38, -22526.27, 16105.55, 7033.51, 17513.06, 24937.66, -12468.92, 4653.19, -15034.57, 11359.02, 3107.72, -3419.88, 41467.04, 52282.90, 24148.71, 17049.62
 -38354.83, -22538.76, 16104.81, 7034.47, 17508.14, 24939.56, -12477.48, 4653.83, -15036.87, 11370.04, 3112.77, -3413.85, 41464.63, 52309.27, 24151.91, 17060.79
 -38363.21, -22538.47, 16118.76, 7046.70, 17514.27, 24957.67, -12447.89, 4686.22, -15043.71, 11375.92, 3112.86, -3412.71, 41464.36, 52357.28, 24164.74, 17067.97
 -38384.31, -22551.61, 16116.01, 7044.87, 17504.32, 24963.12, -12464.70, 4677.57, -15045.61, 11385.31, 3115.72, -3409.56, 41456.25, 52395.71, 24158.73, 17070.27
 -38403.22, -22565.98, 16119.76, 7050.37, 17501.17, 24972.17, -12468.83, 4683.50, -15052.76, 11389.42, 3117.53, -3408.60, 41457.66, 52403.30, 24164.80, 17074.79
 -38421.82, -22577.56, 16129.11, 7053.45, 17505.08, 24978.07, -12470.17, 4678.02, -15058.06, 11391.45, 3119.97, -3407.19, 41446.17, 52412.36, 24161.61, 17071.35
 -38442.29, -22591.35, 16134.14, 7051.57, 17506.11, 24977.13, -12448.60, 4665.75, -15067.18, 11394.45, 3121.96, -3405.98, 41439.77, 52435.07, 24172.14, 17073.60
