 -35710.64, 4561.48, -44196.93, -24104.39, -115567.97, -9376.65, -2957.90, -28664.48, -25505.20, -34559.53, -32102.40, -35834.32, -21621.29, 8407.50, -20651.47, -187500.02
 -35711.29, 4725.05, -44184.41, -24100.46, -115372.91, -9354.05, -2971.35, -28661.91, -25502.02, -34564.16, -32111.59, -35843.77, -21656.89, 8397.64, -20629.74, -187500.02
 -35697.43, 4566.28, -44187.99, -24097.73, -115523.47, -9376.91, -2958.19, -28639.87, -25496.92, -34554.43, -32095.18, -35826.58, -21640.00, 8363.24, -20674.65, -187500.02
 -35716.95, 4718.74, -44180.88, -24092.61, -115342.24, -9350.79, -2962.52, -28673.22, -25506.00, -34566.26, -32120.33, -35847.61, -21633.83, 8438.41, -20581.64, -187500.02
 -35686.88, 4604.53, -44184.17, -24090.46, -115442.06, -9355.43, -2948.84, -28635.67, -25477.28, -34527.95, -32081.99, -35806.11, -21641.36, 8365.90, -20646.78, -187500.02
 -35702.57, 4725.92, -44169.75, -24080.45, -115285.53, -9331.72, -2968.54, -28653.59, -25500.32, -34560.15, -32114.27, -35842.34, -21618.34, 8472.65, -20543.87, -187500.02
 -35694.13, 4609.94, -44186.98, -24108.26, -115393.91, -9387.46, -3004.66, -28671.83, -25506.69, -34568.18, -32110.29, -35844.87, -21666.15, 8321.58, -20663.94, -187500.02
 -35719.09, 4684.93, -44189.26, -24104.59, -115274.54, -9361.51, -3000.74, -28682.54, -25487.71, -34539.41, -32098.91, -35829.67, -21597.28, 8468.29, -20540.25, -187500.02
 -35688.94, 4629.72, -44191.07, -24096.19, -115331.40, -9367.73, -2971.60, -28644.83, -25506.85, -34557.79, -32113.82, -35843.30, -21670.80, 8324.10, -20637.37, -187500.02
 -35729.11, 4681.89, -44191.63, -24107.50, -115224.71, -9359.90, -2997.39, -28678.76, -25513.33, -34574.77, -32121.98, -35852.71, -21589.84, 8487.09, -20493.53, -187500.02
 -35705.73, 4637.32, -44202.05, -24120.71, -115265.55, -9396.45, -2982.71, -28651.34, -25533.09, -34572.70, -32132.20, -35854.36, -21697.51, 8290.51, -20640.31, -187500.02
 -35739.32, 4649.30, -44194.25, -24113.06, -115202.43, -9376.11, -3018.94, -28695.50, -25514.11, -34566.88, -32114.98, -35843.03, -21586.44, 8488.95, -20464.81, -187500.02
 -35695.46, 4658.10, -44183.88, -24099.31, -115194.07, -9389.19, -2999.74, -28652.81, -25506.71, -34555.41, -32115.46, -35836.26, -21695.81, 8288.16, -20621.74, -187500.02
 -35728.91, 4630.10, -44181.84, -24090.66, -115178.73, -9354.74, -2993.26, -28675.72, -25512.57, -34552.29, -32114.40, -35833.24, -21575.27, 8509.98, -20442.14, -187500.02
 -35707.98, 4696.01, -44190.54, -24099.70, -115104.66, -9377.43, -2991.96, -28658.31, -25521.98, -34556.06, -32131.28, -35842.30, -21712.13, 8309.77, -20580.59, -187500.02
 -35740.35, 4618.79, -44189.69, -24101.10, -115138.39, -9362.09, -2995.67, -28663.54, -25526.45, -34568.69, -32127.12, -35847.75, -21588.92, 8505.93, -20422.34, -187500.02
 -35722.94, 4717.60, -44202.09, -24117.35, -115023.75, -9380.76, -2998.35, -28665.37, -25520.21, -34567.26, -32135.48, -35853.09, -21707.23, 8317.58, -20543.00, -187500.02
 -35722.63, 4608.30, -44174.96, -24094.98, -115094.13, -9346.96, -2963.98, -28650.78, -25502.76, -34564.13, -32109.24, -35839.50, -21580.70, 8484.90, -20414.38, -187500.02
 -35725.02, 4722.95, -44197.54, -24122.05, -114964.98, -9369.78, -2992.23, -28659.36, -25535.21, -34577.50, -32147.26, -35864.91, -21704.75, 8305.42, -20525.72, -187500.02
 -35734.02, 4577.21, -44196.89, -24119.05, -115077.57, -9364.22, -2997.86, -28661.62, -25507.36, -34564.63, -32117.80, -35842.50, -21581.79, 8451.31, -20412.28, -187500.02
 -35718.38, 4738.66, -44186.56, -24106.40, -114895.95, -9351.46, -2922.13, -28645.44, -25515.52, -34557.52, -32129.04, -35844.53, -21688.34, 8345.31, -20467.11, -187500.02
 -35700.63, 4573.23, -44166.57, -24091.29, -115036.58, -9347.48, -2957.20, -28631.18, -25489.88, -34552.91, -32100.08, -35830.11, -21590.96, 8423.61, -20424.89, -187500.02
 -35715.32, 4724.69, -44182.07, -24111.36, -114865.30, -9367.86, -3004.21, -28655.27, -25496.59, -34563.51, -32117.33, -35840.73, -21675.45, 8348.82, -20463.96, -187500.02
 -35698.51, 4559.51, -44170.60, -24095.47, -115017.54, -9365.54, -2994.73, -28631.47, -25494.85, -34551.30, -32100.86, -35829.09, -21608.55, 8392.25, -20438.46, -187500.02
 -35718.55, 4727.86, -44186.58, -24102.31, -114820.62, -9376.27, -3021.17, -28677.49, -25503.72, -34552.15, -32117.53, -35834.29, -21657.54, 8378.35, -20421.74, -187500.02
 -35687.69, 4557.88, -44163.18, -24076.58, -114981.20, -9361.94, -2977.79, -28631.87, -25477.26, -34529.87, -32082.62, -35803.49, -21606.98, 8368.31, -20453.72, -187500.02
 -35723.85, 4713.09, -44164.30, -24087.54, -114794.71, -9349.71, -2977.74, -28647.58, -25519.07, -34572.11, -32135.79, -35853.92, -21639.37, 8398.62, -20383.23, -187500.02
 -35719.65, 4569.79, -44186.04, -24109.51, -114918.05, -9374.28, -3003.65, -28664.66, -25505.33, -34560.13, -32117.13, -35837.67, -21631.32, 8339.12, -20438.81, -187500.02
 -35738.80, 4697.71, -44181.73, -24106.27, -114747.03, -9360.04, -3000.21, -28672.30, -25516.93, -34569.59, -32134.99, -35853.92, -21624.44, 8429.76, -20333.81, -187500.02
 -35720.30, 4585.82, -44192.01, -24119.52, -114848.60, -9388.89, -3000.70, -28650.49, -25521.18, -34572.38, -32134.54, -35852.87, -21663.85, 8322.02, -20409.02, -187500.02
 -35747.25, 4695.99, -44187.81, -24116.79, -114687.00, -9360.55, -3012.97, -28680.80, -25511.83, -34563.15, -32123.77, -35841.96, -21618.03, 8451.51, -20282.46, -187500.02
 -35691.51, 4600.32, -44167.07, -24095.11, -114783.00, -9368.04, -2979.84, -28644.77, -25501.02, -34555.04, -32109.71, -35827.50, -21685.66, 8299.05, -20406.29, -187500.02
 -35730.34, 4670.46, -44173.41, -24099.25, -114666.05, -9358.74, -2985.57, -28662.04, -25489.84, -34542.95, -32098.22, -35812.21, -21609.91, 8457.94, -20274.87, -187500.02
 -35676.22, 4616.80, -44151.09, -24078.44, -114728.80, -9362.32, -2952.91, -28613.05, -25487.51, -34541.78, -32096.01, -35811.16, -21676.45, 8299.14, -20396.50, -187500.02
 -35709.26, 4663.04, -44156.92, -24077.75, -114637.22, -9341.22, -2964.27, -28645.57, -25488.01, -34553.63, -32097.82, -35820.14, -21586.22, 8476.12, -20248.36, -187500.02
 -35721.42, 4651.29, -44187.74, -24123.68, -114642.36, -9412.72, -3038.50, -28672.04, -25526.18, -34592.86, -32136.58, -35856.89, -21697.69, 8281.83, -20373.46, -187500.02
 -35726.47, 4642.68, -44170.38, -24098.73, -114600.48, -9365.31, -2999.83, -28662.63, -25486.31, -34540.73, -32089.39, -35808.23, -21576.74, 8480.83, -20214.80, -187500.02
 -35676.47, 4672.01, -44150.80, -24078.39, -114577.41, -9355.34, -2950.09, -28613.54, -25479.47, -34547.17, -32099.83, -35820.39, -21682.89, 8268.71, -20373.50, -187500.02
 -35727.47, 4608.88, -44163.78, -24102.82, -114595.67, -9370.72, -3022.22, -28664.12, -25500.39, -34573.21, -32112.04, -35838.59, -21569.95, 8464.96, -20219.25, -187500.02
 -35711.83, 4688.48, -44174.98, -24107.94, -114507.60, -9372.76, -3005.15, -28671.41, -25512.73, -34571.91, -32127.86, -35846.81, -21704.35, 8277.39, -20340.67, -187500.02
 -35732.37, 4598.71, -44162.87, -24094.84, -114552.26, -9365.16, -3001.57, -28665.60, -25500.90, -34578.04, -32111.30, -35841.36, -21581.66, 8455.37, -20200.75, -187500.02
 -35711.14, 4695.01, -44167.52, -24102.24, -114447.99, -9384.54, -3018.13, -28655.45, -25500.66, -34564.02, -32119.93, -35836.46, -21700.03, 8273.77, -20326.54, -187500.02
 -35709.50, 4569.72, -44142.95, -24070.39, -114544.59, -9331.67, -2970.21, -28639.31, -25492.46, -34558.59, -32098.31, -35821.53, -21577.10, 8431.52, -20211.41, -187500.02
 -35716.48, 4707.52, -44172.59, -24094.13, -114388.38, -9354.85, -3003.07, -28663.70, -25502.89, -34554.43, -32118.99, -35830.20, -21692.55, 8288.92, -20293.15, -187500.02
 -35708.88, 4567.27, -44158.46, -24073.88, -114502.33, -9342.63, -2974.06, -28638.78, -25493.57, -34549.98, -32096.72, -35814.47, -21580.34, 8411.59, -20205.28, -187500.02
 -35709.21, 4713.09, -44168.81, -24086.64, -114340.84, -9362.07, -3005.75, -28656.84, -25506.22, -34562.73, -32127.01, -35835.95, -21684.92, 8316.10, -20263.71, -187500.02
 -35704.90, 4551.51, -44167.09, -24087.45, -114480.42, -9367.97, -2984.45, -28638.87, -25484.21, -34549.36, -32090.76, -35810.73, -21608.93, 8374.48, -20235.66, -187500.02
 -35696.27, 4691.32, -44153.19, -24077.01, -114328.72, -9344.19, -2978.93, -28639.13, -25492.97, -34565.61, -32111.54, -35830.38, -21644.13, 8317.06, -20273.37, -187500.02
 -35710.33, 4543.93, -44162.51, -24095.72, -114460.95, -9370.79, -2981.92, -28641.03, -25482.42, -34557.65, -32097.66, -35827.18, -21590.55, 8354.46, -20239.53, -187500.02
 -35729.48, 4712.40, -44173.68, -24103.96, -114259.74, -9362.21, -2982.04, -28653.75, -25511.14, -34579.45, -32134.39, -35853.38, -21643.73, 8358.73, -20202.06, -187500.02
 -35719.25, 4557.34, -44175.79, -24112.86, -114396.58, -9385.94, -3007.67, -28650.62, -25504.72, -34588.32, -32118.36, -35845.78, -21623.39, 8325.96, -20232.15, -187500.02
 -35754.39, 4704.68, -44186.92, -24120.91, -114200.65, -9397.59, -3041.40, -28690.47, -25516.73, -34591.09, -32138.97, -35853.94, -21637.09, 8390.96, -20146.56, -187500.02
 -35715.61, 4578.42, -44168.77, -24097.48, -114311.49, -9388.25, -3005.26, -28650.46, -25503.00, -34563.69, -32107.01, -35825.78, -21644.60, 8316.70, -20209.69, -187500.02
 -35711.18, 4696.19, -44150.71, -24067.46, -114156.97, -9341.93, -2965.27, -28639.71, -25478.64, -34544.04, -32095.32, -35810.06, -21608.73, 8426.65, -20116.14, -187500.02
 -35682.73, 4601.06, -44141.92, -24063.48, -114249.66, -9351.86, -2991.51, -28632.29, -25481.77, -34545.36, -32092.63, -35806.78, -21654.57, 8310.89, -20203.21, -187500.02
 -35707.98, 4689.13, -44142.35, -24060.38, -114118.75, -9326.96, -3005.57, -28662.98, -25467.89, -34530.43, -32083.83, -35798.60, -21590.85, 8458.44, -20080.45, -187500.02
 -35665.29, 4614.52, -44137.52, -24055.77, -114196.51, -9333.10, -3005.59, -28631.47, -25472.81, -34534.11, -32087.38, -35802.15, -21657.99, 8291.60, -20211.10, -187500.02
 -35714.20, 4668.88, -44147.46, -24073.81, -114098.23, -9336.90, -3030.63, -28683.86, -25486.24, -34551.48, -32102.45, -35818.29, -21576.32, 8469.88, -20058.32, -187500.02
 -35701.57, 4648.51, -44171.45, -24102.42, -114114.05, -9390.10, -3017.75, -28665.93, -25511.23, -34572.89, -32129.27, -35842.59, -21690.87, 8283.27, -20174.30, -187500.02
 -35735.68, 4658.86, -44172.86, -24110.49, -114043.54, -9368.02, -3018.40, -28675.97, -25493.88, -34567.06, -32110.94, -35829.69, -21568.43, 8461.41, -20016.77, -187500.02
 -35687.66, 4655.69, -44156.83, -24099.40, -114047.63, -9378.66, -2990.04, -28634.17, -25484.25, -34551.32, -32103.50, -35818.87, -21670.66, 8245.20, -20191.43, -187500.02
 -35710.78, 4606.00, -44137.96, -24083.94, -114064.41, -9352.89, -2981.12, -28638.15, -25487.25, -34558.88, -32098.00, -35822.45, -21552.00, 8457.34, -20025.24, -187500.02
 -35695.38, 4671.40, -44156.32, -24096.19, -113993.18, -9368.22, -2972.16, -28636.12, -25497.48, -34580.16, -32120.62, -35841.65, -21691.29, 8248.80, -20169.61, -187500.02
 -35740.84, 4593.93, -44167.20, -24104.03, -114022.75, -9367.39, -3027.23, -28687.59, -25499.70, -34580.29, -32114.11, -35840.86, -21569.83, 8457.65, -19995.20, -187500.02
 -35707.65, 4695.30, -44164.48, -24100.70, -113907.46, -9389.77, -3016.81, -28657.75, -25489.12, -34565.81, -32111.77, -35828.32, -21717.67, 8253.98, -20138.63, -187500.02
 -35702.51, 4576.32, -44142.97, -24065.85, -114000.84, -9361.04, -2981.45, -28625.16, -25471.47, -34549.87, -32085.82, -35801.79, -21573.48, 8426.29, -20011.05, -187500.02
 -35705.01, 4697.51, -44156.50, -24086.51, -113870.87, -9379.40, -3021.13, -28658.91, -25500.37, -34572.29, -32122.38, -35832.10, -21695.25, 8267.17, -20113.60, -187500.02
 -35722.11, 4573.26, -44156.52, -24076.29, -113955.23, -9355.46, -2988.56, -28659.83, -25480.59, -34554.81, -32091.58, -35806.49, -21572.54, 8424.04, -19990.75, -187500.02
 -35686.84, 4714.21, -44140.54, -24063.31, -113806.45, -9337.04, -2967.44, -28633.01, -25479.54, -34555.59, -32111.05, -35819.99, -21682.55, 8289.52, -20089.97, -187500.02
 -35719.45, 4547.15, -44150.66, -24084.38, -113947.02, -9354.27, -3003.83, -28652.32, -25479.15, -34566.95, -32100.46, -35823.54, -21582.15, 8389.10, -20014.69, -187500.02
 -35720.88, 4716.17, -44159.11, -24093.12, -113755.55, -9355.72, -3004.99, -28669.51, -25501.51, -34569.03, -32123.99, -35834.63, -21661.83, 8311.32, -20050.65, -187500.02
 -35707.58, 4546.43, -44146.91, -24079.78, -113909.18, -9355.19, -3003.11, -28651.11, -25497.37, -34582.59, -32114.83, -35837.96, -21598.15, 8364.18, -20010.69, -187500.02
 -35748.46, 4729.38, -44182.65, -24122.76, -113688.45, -9389.95, -3030.02, -28692.91, -25502.91, -34579.27, -32134.10, -35849.56, -21670.24, 8334.65, -19997.75, -187500.02
 -35700.72, 4558.91, -44152.92, -24093.75, -113846.10, -9377.03, -2998.80, -28656.30, -25478.80, -34560.13, -32097.57, -35819.30, -21625.89, 8324.17, -20023.03, -187500.02
 -35724.03, 4716.20, -44160.27, -24099.58, -113656.00, -9378.21, -2995.74, -28660.72, -25493.66, -34567.71, -32119.99, -35832.04, -21654.06, 8353.70, -19977.16, -187500.02
 -35697.63, 4562.59, -44151.20, -24088.36, -113799.70, -9375.91, -2983.87, -28628.90, -25479.24, -34560.09, -32098.06, -35815.72, -21639.68, 8289.30, -20040.35, -187500.02
 -35723.18, 4705.73, -44147.96, -24087.02, -113622.74, -9366.19, -3010.36, -28666.94, -25487.56, -34556.49, -32105.08, -35816.30, -21629.04, 8376.05, -19953.71, -187500.02
 -35677.77, 4566.91, -44135.33, -24070.17, -113765.68, -9366.43, -2979.35, -28623.84, -25471.94, -34543.88, -32082.44, -35797.32, -21658.75, 8260.56, -20062.01, -187500.02
 -35724.84, 4686.74, -44140.34, -24075.24, -113609.89, -9341.11, -2982.01, -28668.10, -25485.26, -34557.65, -32099.45, -35811.11, -21609.62, 8400.12, -19936.79, -187500.02
 -35691.40, 4592.99, -44137.25, -24076.14, -113703.56, -9361.02, -2982.08, -28626.62, -25487.38, -34557.61, -32098.54, -35809.37, -21658.04, 8260.40, -20046.65, -187500.02
 -35721.13, 4661.37, -44135.33, -24070.88, -113593.28, -9345.51, -2985.54, -28651.58, -25478.46, -34552.38, -32091.65, -35804.70, -21585.08, 8417.73, -19913.97, -187500.02
 -35687.24, 4616.82, -44139.29, -24068.11, -113643.51, -9356.26, -2950.03, -28621.23, -25486.80, -34553.58, -32099.85, -35808.10, -21667.54, 8258.59, -20028.03, -187500.02
 -35715.00, 4666.57, -44142.39, -24058.54, -113545.36, -9311.49, -2951.21, -28649.41, -25474.06, -34544.93, -32082.44, -35794.29, -21571.64, 8449.96, -19872.94, -187500.02
 -35705.48, 4639.40, -44147.93, -24080.63, -113577.73, -9367.71, -3014.94, -28656.14, -25516.55, -34583.42, -32126.96, -35836.89, -21697.46, 8228.82, -20029.69, -187500.02
 -35746.07, 4637.00, -44164.12, -24089.32, -113529.87, -9364.40, -3008.86, -28690.47, -25494.53, -34579.29, -32103.18, -35822.96, -21574.69, 8436.24, -19842.63, -187500.02
 -35682.88, 4665.66, -44145.12, -24069.61, -113501.30, -9362.81, -2976.40, -28633.75, -25491.96, -34548.26, -32098.33, -35808.54, -21690.49, 8216.37, -20008.97, -187500.02
 -35727.38, 4614.65, -44154.19, -24077.86, -113507.23, -9365.34, -3005.48, -28677.18, -25487.74, -34562.97, -32096.54, -35813.77, -21572.76, 8430.38, -19838.54, -187500.02
 -35683.89, 4683.36, -44146.44, -24073.77, -113434.49, -9367.88, -2982.64, -28647.22, -25482.75, -34544.06, -32095.05, -35805.79, -21701.73, 8233.22, -19985.05, -187500.02
 -35704.45, 4593.95, -44137.90, -24065.00, -113487.20, -9350.38, -2989.90, -28662.20, -25472.38, -34543.32, -32078.33, -35794.35, -21571.58, 8424.42, -19838.20, -187500.02
 -35693.28, 4717.04, -44149.07, -24075.09, -113353.54, -9366.88, -2993.77, -28656.88, -25493.39, -34555.59, -32105.55, -35814.31, -21707.34, 8247.12, -19951.93, -187500.02
 -35701.75, 4578.67, -44141.00, -24068.36, -113460.85, -9352.06, -2990.40, -28645.70, -25470.26, -34541.11, -32071.09, -35790.66, -21572.32, 8404.79, -19844.24, -187500.02
 -35695.31, 4721.25, -44141.32, -24070.57, -113307.63, -9348.50, -2975.44, -28635.31, -25493.15, -34562.81, -32106.13, -35822.54, -21693.98, 8263.01, -19935.56, -187500.02
 -35704.43, 4569.75, -44140.13, -24069.23, -113429.63, -9352.89, -2990.73, -28641.97, -25476.03, -34563.15, -32078.19, -35811.36, -21586.71, 8378.42, -19857.02, -187500.02
 -35708.83, 4719.30, -44146.66, -24080.61, -113262.19, -9362.74, -2996.97, -28651.72, -25488.88, -34576.34, -32107.01, -35830.88, -21681.53, 8281.39, -19913.66, -187500.02
 -35710.46, 4561.95, -44147.00, -24074.44, -113398.40, -9346.16, -2962.99, -28641.26, -25484.54, -34561.27, -32086.02, -35813.77, -21606.09, 8359.64, -19855.41, -187500.02
 -35719.52, 4739.22, -44156.92, -24091.45, -113198.06, -9358.29, -3003.63, -28649.68, -25487.34, -34560.42, -32102.83, -35821.82, -21674.06, 8316.66, -19859.97, -187500.02
 -35684.16, 4568.23, -44130.55, -24069.61, -113351.33, -9361.54, -2995.63, -28638.75, -25466.75, -34542.90, -32069.99, -35792.27, -21620.78, 8324.59, -19880.65, -187500.02
 -35710.46, 4722.68, -44140.69, -24075.60, -113173.16, -9349.98, -2993.95, -28658.42, -25490.33, -34560.09, -32101.46, -35816.30, -21666.08, 8335.73, -19856.26, -187500.02
 -35683.66, 4563.91, -44134.43, -24071.87, -113325.38, -9357.65, -2995.11, -28649.41, -25473.66, -34542.77, -32070.17, -35790.86, -21629.80, 8299.34, -19905.97, -187500.02
